"(Intercept)(AM)","Adherence(AM)","Relationship(AM)","Distress(AM)","(Intercept)(PM)","Adherence(PM)","Relationship(PM)","Distress(PM)"
-0.686988070453698,2.53697152613024,1.07718771117874,-0.547087240495531,-2.52850234961564,0.481058107145607,2.54014922907042,-0.401341393210231
-1.02066541564771,2.69783957083872,-0.0970339872638617,-0.178264344521007,-0.642994649880514,1.9373961596093,-0.283345906246427,0.0350692110400112
-2.44520006227546,2.56396049829788,0,0.530410913615468,-2.0284298102812,1.22179002242742,0,0.462026821854855
-0.316264551118943,2.84100162833324,-0.917655140299513,0.0946303170909556,-0.486934140262643,1.26082981573918,-0.124834494186136,0.233710191764185
-0.914315797690486,3.66650963140873,0,0.389623094814823,0.539627805544389,3.71644335431417,0,0.087126334245735
-3.8736139815868,1.37802469158296,1.31187129823028,-0.02365465259888,-2.89243154897672,1.67891621126058,2.06317218623604,0.653218077718806
-0.857823687930174,3.43569944668311,0,0.205019589533287,0.899247816267849,4.37545328982488,0,0.100467576810896
-2.35740024231778,3.51802473597606,1.04537024182657,-0.0754692175953498,-0.855332587939183,1.83101116347969,0.885852917525146,-0.209221774889324
-1.4434179796056,2.7701754027216,0.0156744517229669,-0.119783774817037,-0.40258354006872,2.21213761201548,0.481872337625483,-0.105897354860382
-0.763213828820496,2.53487640487057,0.222011205702625,-0.23162872454331,-1.05618161332478,1.45849454872513,-1.02330026142615,-0.155466248545359
-2.51050020905979,2.72698570708085,0,-0.0647403956141272,-2.46019845513826,1.19978565407631,0,-0.588550757105805
-1.94620922750342,3.25480697101867,-0.302659561308264,-0.229637496139963,-1.34177118203431,2.83786659990374,0.0744765329825987,-0.220169149497541
-2.33676350309144,2.71900177218277,0,0.364933429355779,-0.787695703922889,2.1127546790737,0,0.0218943589592672
-1.07753859989431,3.14428352996208,0,-1.18082197635446,-0.527767607781588,0.854199269491911,0.570126021136291,0.645131551391406
4.72125539136132,-0.294429363137356,0.679110266149942,-0.216774872111628,4.93234767823875,-0.0855303801968642,1.10674870464717,1.32373083703284
-2.69651063695241,2.51334041418269,-1.74892619181459,-0.209601414187774,-1.64793129065139,3.72952422245383,-1.20382358067544,-0.428155991037303
-3.26401747762769,5.05800213176035,-0.154168426210558,-0.334825119585769,-3.27577467656462,2.40730042865203,-1.40708130364827,-0.494303924229775
-0.461920981484275,2.88923066952733,0.66794385962279,-0.0842175633602765,-1.48000305972097,2.2833480116449,0.53222340959125,-0.061827619486359
1.63026358348672,2.37037440489795,-2.0214575237377,0.0884985896492842,2.39846211919519,1.65336058483906,-1.57974666305096,-0.248781447235845
-2.31066459079131,3.03535463569962,2.14024066498775,-0.275283407873664,-1.09939331330557,3.23469006715533,0.425061323941002,-0.944498357899465
-1.3777672426084,4.25125906300654,-0.686578095049023,3.07850694692797,-0.318409705828857,4.82473484345906,0.319843711648518,1.89553510479411
-1.68509404445929,2.33061383453724,0,-0.269267100894136,-1.75990737638544,1.26278837678098,0,0.191459218546752
-0.165816606850469,3.05153522337228,0,0.215231447946105,-0.865737363700696,2.16525005444349,0,-0.535749568147851
0.384571749315689,2.18791964136938,0.196261494147197,0.686094639198458,0.785907691644617,1.20042708367655,-0.0209565359824577,0.703836842900754
0.192501081819646,2.88185477499784,1.43074511609137,-0.134273150413318,-0.652154412901529,3.04984899214485,-1.19992870432435,-0.615171678973709
-2.17869538236763,2.49233011570153,-0.426775388371928,-0.0571392156171536,-0.159453537204066,4.25296813016624,-0.430281459837648,-0.151959416727593
-1.55637012215184,2.63715761206291,-0.44905263218763,-0.171104118136985,-0.563974196313711,1.33354885166685,0.353342196525167,0.317651270067828
-0.953213774844387,1.92747016817605,-0.213472822293683,0.0205331154757701,1.11093115722573,2.20351777083435,-0.454618068870141,0.383293136066258
-0.245893010025334,1.98092562311183,0.462467681070766,-0.0792430677703351,0.805132681933514,0.4138238292977,0.0586545440289902,-0.278781207555146
