"(Intercept)(AM)","Adherence(AM)","Relationship(AM)","Distress(AM)","(Intercept)(PM)","Adherence(PM)","Relationship(PM)","Distress(PM)"
-0.869912591762857,1.80541052115129,0.293769660929388,0.293278459317913,-1.36660850055364,1.55864418805376,0.247042255710094,-0.389488735921316
-1.79271612384181,2.14909667408041,0.0212337918103373,-0.360258870542485,-1.54153362407052,2.15087165869602,0.127392654026537,0.132985289859923
-0.28678408307922,3.65423308271095,0.784660793506075,-0.142307197239692,-1.89247888811704,3.22946141875078,0.626987604490727,-0.581845603969395
-1.62360940564686,1.69005716915394,0,0.409709295029806,0.102803935612195,2.33626664190696,0,-0.24981608956956
-1.7223203407364,2.39526906857298,0,-0.246677226681474,-1.6729390643197,2.07505866293742,0.0402484546090554,0.26353261045698
-1.40228002596352,6.17664928804252,-0.616943450480344,-0.0959663455069937,-0.868173458404186,6.79720485909469,-0.122056802016251,0.180874228259838
-0.498769082963257,1.10669240219444,0,0.0440118446990625,-0.129324538000355,0.773979052814753,0,-0.396565547038945
0.206641393727176,1.3375885004316,-2.06536892708405,-0.0152780484662415,1.12505277720965,1.4929554573447,-0.255902259056516,0.049254277119174
-2.60812309624419,3.28206204939516,-0.458396466650559,-0.041878000130555,-1.99564967477758,2.81165102355508,1.68600383867966,-0.223115751660264
-0.915783229057499,3.12090277147961,-0.264263995542465,-0.0692588291104214,-1.03548464596633,1.32504085689688,-0.676225367845715,-0.216451700963226
5.01260747458619,-0.38371094009135,0,-0.194641495591896,5.59225598684961,0.186813851338744,0,-0.241673297755604
-1.9840614757194,3.62969994154187,1.16988623537625,0.0582341091656833,-2.21147362065624,1.99693821903405,1.87388395708008,1.36875853572768
1.28809675726883,0.862658072831753,0.187434983801399,0.406869049868274,-0.630102580026316,-0.0518524842392685,1.11352328764931,-0.595884398783348
23.2029522937672,0,-2.12850031461481e-29,2.41723148196861e-30,23.2029522937672,-4.96820847257323e-29,-6.73474236985187e-29,2.06868043790829e-29
-1.34724696103206,2.58215112344116,-0.613636884814357,0.025781690565728,-0.0925810455415668,2.01834738506071,0.890577736922294,-0.573603093132837
-1.80078591170138,3.24147469033601,-0.0649971723271955,-0.402561325707685,-2.2635210362354,1.16300180793532,-2.07191276970324,0.602243454385006
-1.53476868279437,3.67827239669784,0,0.195266872184698,-0.746750908388392,1.33881763854522,0.803846184283123,0.197475366818153
-1.04962985250329,2.80407103086912,0,-0.111134324787719,-0.151258661159366,0.447303469409926,0.912861151600043,0.515517087199183
-0.760761939882249,2.7722229564388,0,-0.116099001448325,0.617973961286268,3.46251344833254,1.37317428674919,-0.334954304051956
4.95830566124574,-0.789636670297609,1.6423856558089,0.155293846038499,3.78053414281362,-1.96520406990216,2.47298910161924,0.87030081899028
-0.139440770144261,1.50254266089364,1.49818414172165,-1.09771720471544,0.293990410932716,1.57317953165696,1.76925796677138,0.160689910722972
-1.92447310771232,2.43433998473681,0,-0.0494960221158217,-1.14152656587047,2.17664732203529,0.763448154644126,-0.0195074616587927
-1.96372595479924,3.46230565557414,0.913272209526257,0.0211897261917814,-1.14639326117584,0.682764793470942,0.338564986325708,-0.265769004523871
-2.66327608431497,3.83608318600169,1.11272183166591,-0.341526803256024,-3.22966906004713,2.70376618937684,0.950311673471896,0.0213103437240578
-2.5279770686782,2.77819161616191,0.0196744029430619,0.169112980783516,-1.61634805612309,2.56374483660292,-0.129818837167594,-0.17566580798326
-1.53291469369715,2.50667770823081,1.09969176967302,-0.339152404342459,-1.37750678425617,1.69981116635458,0.478192992041938,0.625310295188133
-0.698564457335605,2.43718934054428,0.335634240763586,-0.543593917565775,-0.518183424748717,1.9039086196895,2.78738510393699,0.221434655807556
-0.743599824518129,1.95606542124278,0,0.114754430949039,-0.846589919982241,1.4934830242779,0,0.293502754704564
-0.884964108435939,4.73256150796787,0,0.0103255527123119,-0.529938492049504,4.5477828128553,0.353216929481881,-1.48313484983386
0.204130685449272,1.20401643551884,1.36042848666825,-0.162851312891537,-0.759842448430945,2.42437312136011,-0.0697385898340395,0.701537459938854
0.833064610380617,1.74308752031812,-0.63328519568823,0.0897372670128553,-0.54215973408164,0.932572602031145,1.06864630463376,-0.281391333568435
-5.88801099534451,6.88160371365219,0.631442937844389,-0.114380715933004,-5.57714654673755,1.87747493292316,1.53338637204523,-0.607683863415034
-23.2029524354476,0,-5.56610926011377e-29,2.38421985108028e-29,-23.2029524354476,0,-3.6690493697824e-29,6.57444195457672e-29
0.154114669205333,2.33492596320355,0,-0.183382049162479,0.824040760722992,1.21153835635768,0.674848047159548,-0.343771674071433
